annualGrammy,awardFor,awardType,category,name
54,Walk,Work,Best Rock Song,Foo Fighters
54,Wasting Light,Work,Best Rock Album,Foo Fighters
54,Bon Iver,Work,Best Alternative Music Album,Bon Iver
54,Is This Love,Individual,Best R&B Performance,Is This Love
54,Fool For You,Work,Best Traditional R&B Performance,Cee Lo Green
54,Fool For You,Work,Best R&B Song,Cee Lo Green
54,F.A.M.E.,Work,Best R&B Album,Chris Brown
54,Otis,Work,Best Rap Performance,Jay-Z
54,All Of The Lights,Work,Best Rap/Sung Collaboration,Kanye West
54,All Of The Lights,Work,Best Rap Song,Kanye West
54,My Beautiful Dark Twisted Fantasy,Work,Best Rap Album,Kanye West
54,Mean,Work,Best Country Solo Performance,Taylor Swift
54,Barton Hollow,Work,Best Country Duo/Group Performance,The Civil Wars
54,Mean,Work,Best Country Song,Taylor Swift
54,Own The Night,Work,Best Country Album,Lady Antebellum
54,What's It All About,Work,Best New Age Album,Pat Metheny
54,500 Miles High,Work,Best Improvised Jazz Solo,Chick Corea
54,The Mosaic Project,Individual,Best Jazz Vocal Album,The Mosaic Project
54,Forever,Work,Best Jazz Instrumental Album,Chick Corea
54,The Good Feeling,Individual,Best Large Jazz Ensemble Album,The Good Feeling
54,Jesus,Individual,Best Gospel/Contemporary Christian Music Performance,Jesus
54,Hello Fear,Work,Best Gospel Song,Kirk Franklin
54,Blessings,Individual,Best Contemporary Christian Music Song,Blessings
54,Hello Fear,Work,Best Gospel Album,Kirk Franklin
54,And If Our God Is For Us...,Individual,Best Contemporary Christian Music Album,And If Our God Is For Us...
54,Drama Y Luz,Individual,"Best Latin Pop, Rock, Or Urban Album",Drama Y Luz
54,Bicentenario,Individual,Best Regional Mexican Or Tejano Album,Bicentenario
54,Los Tigres Del Norte And Friends,Individual,Best Banda Or Norteño Album,Los Tigres Del Norte And Friends
54,The Last Mambo,Individual,Best Tropical Latin Album,The Last Mambo
54,Ramble At The Ryman,Individual,Best Americana Album,Ramble At The Ryman
54,Paper Airplane,Work,Best Bluegrass Album,Alison Krauss
54,Revelator,Individual,Best Blues Album,Revelator
54,Barton Hollow,Work,Best Folk Album,The Civil Wars
54,Rebirth Of New Orleans,Individual,Best Regional Roots Music Album,Rebirth Of New Orleans
54,Revelation Pt. 1: The Root Of Life,Individual,Best Reggae Album,Revelation Pt. 1: The Root Of Life
54,Tassili,Individual,Best World Music Album,Tassili
54,All About Bullies... Big And Small,Individual,Best Children's Album,All About Bullies... Big And Small
54,If You Ask Me (And Of Course You Won't),Individual,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",If You Ask Me (And Of Course You Won't)
54,Hilarious,Individual,Best Comedy Album,Hilarious
54,The Book Of Mormon,Individual,Best Musical Theater Album,The Book Of Mormon
54,Boardwalk Empire: Volume 1,Individual,Best Compilation Soundtrack For Visual Media,Boardwalk Empire: Volume 1
54,The King's Speech,Individual,Best Score Soundtrack For Visual Media,The King's Speech
54,I See The Light (From Tangled),Work,Best Song Written For Visual Media,Alan Menken
54,Life In Eleven,Work,Best Instrumental Composition,Béla Fleck
54,Rhapsody In Blue,Individual,Best Instrumental Arrangement,Rhapsody In Blue
54,Who Can I Turn To (When Nobody Needs Me),Individual,Best Instrumental Arrangement Accompanying Vocalist(s),Who Can I Turn To (When Nobody Needs Me)
54,Scenes From The Suburbs,Individual,Best Recording Package,Scenes From The Suburbs
54,The Promise: The Darkness On The Edge Of Town Story,Individual,Best Boxed Or Special Limited Edition Package,The Promise: The Darkness On The Edge Of Town Story
54,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s",Individual,Best Album Notes,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s"
54,Band On The Run (Paul McCartney Archive Collection - Deluxe Edition),Work,Best Historical Album,Paul McCartney
54,Paper Airplane,Individual,"Best Engineered Album, Non-Classical",Paper Airplane
54,Paul Epworth,Individual,"Producer Of The Year, Non-Classical",Paul Epworth
54,Cinema (Skrillex Remix),Individual,"Best Remixed Recording, Non-Classical",Cinema (Skrillex Remix)
54,Layla And Other Assorted Love Songs (Super Deluxe Edition),Individual,Best Surround Sound Album,Layla And Other Assorted Love Songs (Super Deluxe Edition)
54,Aldridge: Elmer Gantry,Individual,"Best Engineered Album, Classical",Aldridge: Elmer Gantry
54,Judith Sherman,Individual,"Producer Of The Year, Classical",Judith Sherman
54,Brahms: Symphony No. 4,Individual,Best Orchestral Performance,Brahms: Symphony No. 4
54,Adams: Doctor Atomic,Individual,Best Opera Recording,Adams: Doctor Atomic
54,Light & Gold,Individual,Best Choral Performance,Light & Gold
54,Mackey: Lonely Motel - Music From Slide,Individual,Best Small Ensemble Performance,Mackey: Lonely Motel - Music From Slide
54,Schwantner: Concerto For Percussion & Orchestra,Individual,Best Classical Instrumental Solo,Schwantner: Concerto For Percussion & Orchestra
54,Diva Divo,Individual,Best Classical Vocal Solo,Diva Divo
54,"Aldridge, Robert: Elmer Gantry",Individual,Best Contemporary Classical  Composition,"Aldridge, Robert: Elmer Gantry"
54,Rolling In The Deep,Work,Best Short Form Music Video,Adele
54,Foo Fighters: Back And Forth,Work,Best Long Form Music Video,Foo Fighters
55,Somebody That I Used To Know,Work,Record Of The Year,Gotye
55,Babel,Work,Album Of The Year,Mumford & Sons
55,We Are Young,Work,Song Of The Year,Fun.
55,Fun.,Work,Best New Artist,Fun.
55,Set Fire To The Rain [Live],Work,Best Pop Solo Performance,Adele
55,Somebody That I Used To Know,Work,Best Pop Duo/Group Performance,Gotye
55,Impressions,Individual,Best Pop Instrumental Album,Impressions
55,Stronger,Work,Best Pop Vocal Album,Kelly Clarkson
55,Bangarang,Work,Best Dance Recording,Skrillex
55,Bangarang,Work,Best Dance/Electronica Album,Skrillex
55,Kisses On The Bottom,Work,Best Traditional Pop Vocal Album,Paul McCartney
55,Lonely Boy,Work,Best Rock Performance,The Black Keys
55,Love Bites (So Do I),Work,Best Hard Rock/Metal Performance,Halestorm
55,Lonely Boy,Work,Best Rock Song,Dan Auerbach
55,El Camino,Work,Best Rock Album,The Black Keys
55,Making Mirrors,Work,Best Alternative Music Album,Gotye
55,Climax,Work,Best R&B Performance,Usher
55,Love On Top,Work,Best Traditional R&B Performance,Beyoncé
55,Adorn,Work,Best R&B Song,Miguel Pimentel
55,Channel Orange,Work,Best Urban Contemporary Album,Frank Ocean
55,Black Radio,Work,Best R&B Album,Robert Glasper Experiment
55,N****s In Paris,Work,Best Rap Performance,Jay-Z
55,No Church In The Wild,Work,Best Rap/Sung Collaboration,Jay-Z
55,N****s In Paris,Work,Best Rap Song,Shawn Carter
55,Take Care,Work,Best Rap Album,Drake
55,Blown Away,Work,Best Country Solo Performance,Carrie Underwood
55,Pontoon,Individual,Best Country Duo/Group Performance,Pontoon
55,Blown Away,Work,Best Country Song,Carrie Underwood
55,Uncaged,Work,Best Country Album,Zac Brown Band
55,Echoes Of Love,Individual,Best New Age Album,Echoes Of Love
55,Hot House,Work,Best Improvised Jazz Solo,Chick Corea
55,Radio Music Society,Individual,Best Jazz Vocal Album,Radio Music Society
55,Unity Band,Work,Best Jazz Instrumental Album,Pat Metheny
55,Dear Diz (Every Day I Think Of You),Individual,Best Large Jazz Ensemble Album,Dear Diz (Every Day I Think Of You)
55,¡Ritmo!,Individual,Best Latin Jazz Album,¡Ritmo!
55,"10,000 Reasons (Bless The Lord)",Work,Best Gospel/Contemporary Christian Music Performance,Matt Redman
55,Go Get It,Individual,Best Gospel Song,Go Get It
55,"10,000 Reasons (Bless The Lord)",Work,Best Contemporary Christian Music Song,Matt Redman
55,Gravity,Individual,Best Gospel Album,Gravity
55,Eye On It,Individual,Best Contemporary Christian Music Album,Eye On It
55,MTV Unplugged Deluxe Edition,Work,Best Latin Pop Album,Juanes
55,Imaginaries,Individual,"Best Latin Rock, Urban or Alternative Album",Imaginaries
55,Pecados Y Milagros,Individual,Best Regional Mexican Music Album (Including Tejano),Pecados Y Milagros
55,Retro,Individual,Best Tropical Latin Album,Retro
55,Slipstream,Individual,Best Americana Album,Slipstream
55,Nobody Knows You,Individual,Best Bluegrass Album,Nobody Knows You
55,Locked Down,Work,Best Blues Album,Dr. John
55,The Goat Rodeo Sessions,Work,Best Folk Album,Yo-Yo Ma
55,The Band Courtbouillon,Individual,Best Regional Roots Music Album,The Band Courtbouillon
55,Rebirth,Individual,Best Reggae Album,Rebirth
55,The Living Room Sessions Part 1,Individual,Best World Music Album,The Living Room Sessions Part 1
55,Can You Canoe?,Individual,Best Children's Album,Can You Canoe?
55,Society's Child: My Autobiography,Work,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Janis Ian
55,Blow Your Pants Off,Individual,Best Comedy Album,Blow Your Pants Off
55,Once: A New Musical,Individual,Best Musical Theater Album,Once: A New Musical
55,Midnight In Paris,Individual,Best Compilation Soundtrack For Visual Media,Midnight In Paris
55,The Girl With The Dragon Tattoo,Individual,Best Score Soundtrack For Visual Media,The Girl With The Dragon Tattoo
55,Safe & Sound (From The Hunger Games),Work,Best Song Written For Visual Media,T Bone Burnett
55,Mozart Goes Dancing,Work,Best Instrumental Composition,Chick Corea
55,How About You,Individual,Best Instrumental Arrangement,How About You
55,City Of Roses,Individual,Best Instrumental Arrangement Accompanying Vocalist(s),City Of Roses
55,Biophilia,Individual,Best Recording Package,Biophilia
55,Woody At 100: The Woody Guthrie Centennial Collection,Individual,Best Boxed Or Special Limited Edition Package,Woody At 100: The Woody Guthrie Centennial Collection
55,Singular Genius: The Complete ABC Singles,Individual,Best Album Notes,Singular Genius: The Complete ABC Singles
55,The Smile Sessions (Deluxe Box Set),Work,Best Historical Album,Brian Wilson
55,The Goat Rodeo Sessions,Work,"Best Engineered Album, Non-Classical",Richard King
55,Dan Auerbach,Work,"Producer Of The Year, Non-Classical",Dan Auerbach
55,Promises (Skrillex & Nero Remix),Work,"Best Remixed Recording, Non-Classical",Skrillex
55,Modern Cool,Individual,Best Surround Sound Album,Modern Cool
55,Life & Breath - Choral Works By René Clausen,Individual,"Best Engineered Album, Classical",Life & Breath - Choral Works By René Clausen
55,Blanton Alspaugh (producer),Work,"Producer Of The Year, Classical",Blanton Alspaugh
55,Adams: Harmonielehre & Short Ride In A Fast Machine,Individual,Best Orchestral Performance,Adams: Harmonielehre & Short Ride In A Fast Machine
55,Wagner: Der Ring Des Nibelungen,Individual,Best Opera Recording,Wagner: Der Ring Des Nibelungen
55,Life & Breath - Choral Works By René Clausen,Individual,Best Choral Performance,Life & Breath - Choral Works By René Clausen
55,Meanwhile,Individual,Best Chamber Music/Small Ensemble Performance,Meanwhile
55,Kurtág & Ligeti: Music For Viola,Individual,Best Classical Instrumental Solo,Kurtág & Ligeti: Music For Viola
55,Poèmes,Individual,Best Classical Vocal Solo,Poèmes
55,Penderecki: Fonogrammi; Horn Concerto; Partita; The Awakening Of Jacob; Anaklasis,Individual,Best Classical Compendium,Penderecki: Fonogrammi; Horn Concerto; Partita; The Awakening Of Jacob; Anaklasis
55,"Hartke, Stephen: Meanwhile - Incidental Music To Imaginary Puppet Plays",Individual,Best Contemporary Classical  Composition,"Hartke, Stephen: Meanwhile - Incidental Music To Imaginary Puppet Plays"
55,We Found Love,Work,Best Short Form Music Video,Rihanna
55,Big Easy Express,Work,Best Long Form Music Video,Mumford & Sons
56,Get Lucky,Work,Record Of The Year,Daft Punk
56,Random Access Memories,Work,Album Of The Year,Daft Punk
56,Royals,Individual,Song Of The Year,Royals
56,Macklemore & Ryan Lewis,Work,Best New Artist,Macklemore & Ryan Lewis
56,Royals,Work,Best Pop Solo Performance,Lorde
56,Get Lucky,Work,Best Pop Duo/Group Performance,Daft Punk
56,Steppin' Out,Individual,Best Pop Instrumental Album,Steppin' Out
56,Unorthodox Jukebox,Work,Best Pop Vocal Album,Bruno Mars
56,Clarity,Individual,Best Dance Recording,Clarity
56,Random Access Memories,Work,Best Dance/Electronica Album,Daft Punk
56,To Be Loved,Work,Best Traditional Pop Vocal Album,Michael Bublé
56,Radioactive,Work,Best Rock Performance,Imagine Dragons
56,God Is Dead?,Individual,Best Metal Performance,God Is Dead?
56,Cut Me Some Slack,Work,Best Rock Song,Dave Grohl
56,Celebration Day,Individual,Best Rock Album,Celebration Day
56,Modern Vampires Of The City,Work,Best Alternative Music Album,Vampire Weekend
56,Something,Individual,Best R&B Performance,Something
56,Please Come Home,Work,Best Traditional R&B Performance,Gary Clark Jr.
56,Pusher Love Girl,Work,Best R&B Song,Justin Timberlake
56,Unapologetic,Work,Best Urban Contemporary Album,Rihanna
56,Girl On Fire,Work,Best R&B Album,Alicia Keys
56,Thrift Shop,Work,Best Rap Performance,Macklemore & Ryan Lewis
56,Holy Grail,Work,Best Rap/Sung Collaboration,Jay Z
56,Thrift Shop,Individual,Best Rap Song,Thrift Shop
56,The Heist,Work,Best Rap Album,Macklemore & Ryan Lewis
56,Wagon Wheel,Work,Best Country Solo Performance,Darius Rucker
56,From This Valley,Work,Best Country Duo/Group Performance,The Civil Wars
56,Merry Go 'Round,Individual,Best Country Song,Merry Go 'Round
56,Same Trailer Different Park,Work,Best Country Album,Kacey Musgraves
56,Love's River,Individual,Best New Age Album,Love's River
56,Orbits,Individual,Best Improvised Jazz Solo,Orbits
56,Liquid Spirit,Individual,Best Jazz Vocal Album,Liquid Spirit
56,Money Jungle: Provocative In Blue,Individual,Best Jazz Instrumental Album,Money Jungle: Provocative In Blue
56,Night In Calisia,Individual,Best Large Jazz Ensemble Album,Night In Calisia
56,Song For Maura,Individual,Best Latin Jazz Album,Song For Maura
56,Break Every Chain [Live],Individual,Best Gospel/Contemporary Christian Music Performance,Break Every Chain [Live]
56,If He Did It Before... Same God [Live],Work,Best Gospel Song,Tye Tribbett
56,Overcomer,Individual,Best Contemporary Christian Music Song,Overcomer
56,Greater Than [Live],Work,Best Gospel Album,Tye Tribbett
56,Overcomer,Individual,Best Contemporary Christian Music Album,Overcomer
56,Vida,Individual,Best Latin Pop Album,Vida
56,Treinta Días,Individual,"Best Latin Rock, Urban or Alternative Album",Treinta Días
56,A Mi Manera,Individual,Best Regional Mexican Music Album (Including Tejano),A Mi Manera
56,Pacific Mambo Orchestra,Individual,Best Tropical Latin Album,Pacific Mambo Orchestra
56,Love Has Come For You,Work,Best American Roots Song,Steve Martin
56,Old Yellow Moon,Work,Best Americana Album,Emmylou Harris
56,The Streets Of Baltimore,Individual,Best Bluegrass Album,The Streets Of Baltimore
56,Get Up!,Work,Best Blues Album,Ben Harper
56,My Favorite Picture Of You,Individual,Best Folk Album,My Favorite Picture Of You
56,Dockside Sessions,Individual,Best Regional Roots Music Album,Dockside Sessions
56,Ziggy Marley In Concert,Work,Best Reggae Album,Ziggy Marley
56,Savor Flamenco,Individual,Best World Music Album,Savor Flamenco
56,Throw A Penny In The Wishing Well,Individual,Best Children's Album,Throw A Penny In The Wishing Well
56,America Again: Re-becoming The Greatness We Never Weren't,Individual,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",America Again: Re-becoming The Greatness We Never Weren't
56,Calm Down Gurrl,Individual,Best Comedy Album,Calm Down Gurrl
56,Kinky Boots,Individual,Best Musical Theater Album,Kinky Boots
56,Sound City: Real To Reel,Work,Best Compilation Soundtrack For Visual Media,Dave Grohl
56,Skyfall,Individual,Best Score Soundtrack For Visual Media,Skyfall
56,Skyfall,Individual,Best Song Written For Visual Media,Skyfall
56,Pensamientos For Solo Alto Saxophone And Chamber Orchestra,Individual,Best Instrumental Composition,Pensamientos For Solo Alto Saxophone And Chamber Orchestra
56,On Green Dolphin Street,Individual,Best Instrumental Arrangement,On Green Dolphin Street
56,Swing Low,Individual,Best Instrumental Arrangement Accompanying Vocalist(s),Swing Low
56,Long Night Moon,Individual,Best Recording Package,Long Night Moon
56,Wings Over America (Deluxe Edition),Individual,Best Boxed Or Special Limited Edition Package,Wings Over America (Deluxe Edition)
56,Afro Blue Impressions (Remastered & Expanded),Individual,Best Album Notes,Afro Blue Impressions (Remastered & Expanded)
56,Charlie Is My Darling - Ireland 1965,Individual,Best Historical Album,Charlie Is My Darling - Ireland 1965
56,Random Access Memories,Individual,"Best Engineered Album, Non-Classical",Random Access Memories
56,Pharrell Williams,Work,"Producer Of The Year, Non-Classical",Pharrell Williams
56,Summertime Sadness (Cedric Gervais Remix),Individual,"Best Remixed Recording, Non-Classical",Summertime Sadness (Cedric Gervais Remix)
56,Live Kisses,Work,Best Surround Sound Album,Al Schmitt
56,Winter Morning Walks,Individual,"Best Engineered Album, Classical",Winter Morning Walks
56,David Frost,Work,"Producer Of The Year, Classical",David Frost
56,Sibelius: Symphonies Nos. 1 & 4,Individual,Best Orchestral Performance,Sibelius: Symphonies Nos. 1 & 4
56,Adès: The Tempest,Individual,Best Opera Recording,Adès: The Tempest
56,Pärt: Adam's Lament,Individual,Best Choral Performance,Pärt: Adam's Lament
56,Roomful Of Teeth,Individual,Best Chamber Music/Small Ensemble Performance,Roomful Of Teeth
56,Corigliano: Conjurer - Concerto For Percussionist & String Orchestra,Individual,Best Classical Instrumental Solo,Corigliano: Conjurer - Concerto For Percussionist & String Orchestra
56,Winter Morning Walks,Individual,Best Classical Vocal Solo,Winter Morning Walks
56,Hindemith: Violinkonzert; Symphonic Metamorphosis; Konzertmusik,Individual,Best Classical Compendium,Hindemith: Violinkonzert; Symphonic Metamorphosis; Konzertmusik
56,"Schneider, Maria: Winter Morning Walks",Individual,Best Contemporary Classical Composition,"Schneider, Maria: Winter Morning Walks"
56,Suit & Tie,Work,Best Music Video,Justin Timberlake
56,Live Kisses,Work,Best Music Film,Paul McCartney
57,Stay With Me (Darkchild Version),Work,Record Of The Year,Sam Smith
57,Morning Phase,Work,Album Of The Year,Beck
57,Stay With Me (Darkchild Version),Work,Song Of The Year,Sam Smith
57,Sam Smith,Work,Best New Artist,Sam Smith
57,Happy (Live),Work,Best Pop Solo Performance,Pharrell Williams
57,Say Something,Work,Best Pop Duo/Group Performance,A Great Big World
57,Cheek To Cheek,Work,Best Traditional Pop Vocal Album,Tony Bennett
57,In The Lonely Hour,Work,Best Pop Vocal Album,Sam Smith
57,Rather Be,Individual,Best Dance Recording,Rather Be
57,Syro,Work,Best Dance/Electronic Album,Aphex Twin
57,Bass & Mandolin,Individual,Best Contemporary Instrumental Album,Bass & Mandolin
57,Lazaretto,Work,Best Rock Performance,Jack White
57,The Last In Line,Work,Best Metal Performance,Tenacious D
57,Ain't It Fun,Individual,Best Rock Song,Ain't It Fun
57,Morning Phase,Work,Best Rock Album,Beck
57,St. Vincent,Work,Best Alternative Music Album,St. Vincent
57,Drunk In Love,Work,Best R&B Performance,Beyoncé
57,Jesus Children,Work,Best Traditional R&B Performance,Lalah Hathaway
57,Drunk In Love,Work,Best R&B Song,Shawn Carter
57,Girl,Work,Best Urban Contemporary Album,Pharrell Williams
57,"Love, Marriage & Divorce",Work,Best R&B Album,Babyface
57,I,Work,Best Rap Performance,Kendrick Lamar
57,The Monster,Work,Best Rap/Sung Collaboration,Eminem
57,I,Work,Best Rap Song,Kendrick Lamar
57,The Marshall Mathers LP2,Work,Best Rap Album,Eminem
57,Something In The Water,Work,Best Country Solo Performance,Carrie Underwood
57,Gentle On My Mind,Work,Best Country Duo/Group Performance,The Band Perry
57,I'm Not Gonna Miss You,Work,Best Country Song,Glen Campbell
57,Platinum,Work,Best Country Album,Miranda Lambert
57,Winds Of Samsara,Individual,Best New Age Album,Winds Of Samsara
57,Fingerprints,Work,Best Improvised Jazz Solo,Chick Corea
57,Beautiful Life,Individual,Best Jazz Vocal Album,Beautiful Life
57,Trilogy,Work,Best Jazz Instrumental Album,Chick Corea Trio
57,Life In The Bubble,Individual,Best Large Jazz Ensemble Album,Life In The Bubble
57,The Offense Of The Drum,Individual,Best Latin Jazz Album,The Offense Of The Drum
57,No Greater Love,Work,Best Gospel Performance/Song,Smokie Norful
57,Messengers,Individual,Best Contemporary Christian Music Performance/Song,Messengers
57,Help,Individual,Best Gospel Album,Help
57,Run Wild. Live Free. Love Strong.,Individual,Best Contemporary Christian Music Album,Run Wild. Live Free. Love Strong.
57,Shine For All The People,Individual,Best Roots Gospel Album,Shine For All The People
57,Tangos,Work,Best Latin Pop Album,Rubén Blades
57,Multiviral,Work,"Best Latin Rock, Urban or Alternative Album",Calle 13
57,Mano A Mano - Tangos A La Manera De Vicente Fernández,Individual,Best Regional Mexican Music Album (Including Tejano),Mano A Mano - Tangos A La Manera De Vicente Fernández
57,Más + Corazón Profundo,Individual,Best Tropical Latin Album,Más + Corazón Profundo
57,A Feather's Not A Bird,Work,Best American Roots Performance,Rosanne Cash
57,A Feather's Not A Bird,Work,Best American Roots Song,Rosanne Cash
57,The River & The Thread,Work,Best Americana Album,Rosanne Cash
57,The Earls Of Leicester,Individual,Best Bluegrass Album,The Earls Of Leicester
57,Step Back,Individual,Best Blues Album,Step Back
57,Remedy,Individual,Best Folk Album,Remedy
57,The Legacy,Individual,Best Regional Roots Music Album,The Legacy
57,Fly Rasta,Work,Best Reggae Album,Ziggy Marley
57,Eve,Individual,Best World Music Album,Eve
57,I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai),Individual,Best Children's Album,I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai)
57,Diary Of A Mad Diva,Individual,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Diary Of A Mad Diva
57,Mandatory Fun,Work,Best Comedy Album,"""Weird Al"" Yankovic"
57,Beautiful: The Carole King Musical,Work,Best Musical Theater Album,Carole King
57,Frozen,Individual,Best Compilation Soundtrack For Visual Media,Frozen
57,The Grand Budapest Hotel,Individual,Best Score Soundtrack For Visual Media,The Grand Budapest Hotel
57,Let It Go,Individual,Best Song Written For Visual Media,Let It Go
57,The Book Thief,Individual,Best Instrumental Composition,The Book Thief
57,Daft Punk,Individual,"Best Arrangement, Instrumental or A Cappella",Daft Punk
57,New York Tendaberry,Individual,"Best Arrangement, Instruments and Vocals",New York Tendaberry
57,Lightning Bolt,Individual,Best Recording Package,Lightning Bolt
57,"The Rise & Fall Of Paramount Records, Volume One (1917-27)",Work,Best Boxed Or Special Limited Edition Package,Jack White
57,Offering: Live At Temple University,Individual,Best Album Notes,Offering: Live At Temple University
57,"The Garden Spot Programs, 1950",Individual,Best Historical Album,"The Garden Spot Programs, 1950"
57,Morning Phase,Work,"Best Engineered Album, Non-Classical",Beck
57,Max Martin,Individual,"Producer Of The Year, Non-Classical",Max Martin
57,All Of Me (Tiësto's Birthday Treatment Remix),Work,"Best Remixed Recording, Non-Classical",John Legend
57,Beyoncé,Work,Best Surround Sound Album,Beyoncé Knowles
57,Vaughan Williams: Dona Nobis Pacem; Symphony No. 4; The Lark Ascending,Individual,"Best Engineered Album, Classical",Vaughan Williams: Dona Nobis Pacem; Symphony No. 4; The Lark Ascending
57,Judith Sherman,Individual,"Producer Of The Year, Classical",Judith Sherman
57,"Adams, John: City Noir",Individual,Best Orchestral Performance,"Adams, John: City Noir"
57,Charpentier: La Descente D'Orphée Aux Enfers,Individual,Best Opera Recording,Charpentier: La Descente D'Orphée Aux Enfers
57,The Sacred Spirit Of Russia,Individual,Best Choral Performance,The Sacred Spirit Of Russia
57,In 27 Pieces - The Hilary Hahn Encores,Individual,Best Chamber Music/Small Ensemble Performance,In 27 Pieces - The Hilary Hahn Encores
57,Play,Individual,Best Classical Instrumental Solo,Play
57,Douce France,Individual,Best Classical Solo Vocal Album,Douce France
57,Partch: Plectra & Percussion Dances,Individual,Best Classical Compendium,Partch: Plectra & Percussion Dances
57,"Adams, John Luther: Become Ocean",Individual,Best Contemporary Classical Composition,"Adams, John Luther: Become Ocean"
57,Happy,Work,Best Music Video,Pharrell Williams
57,20 Feet From Stardom,Individual,Best Music Film,20 Feet From Stardom
58,Uptown Funk,Work,Record Of The Year,Mark Ronson
58,1989,Work,Album Of The Year,Taylor Swift
58,Thinking Out Loud,Work,Song Of The Year,Ed Sheeran
58,Meghan Trainor,Work,Best New Artist, Meghan Trainor
58,Thinking Out Loud,Work,Best Pop Solo Performance,Ed Sheeran
58,Uptown Funk,Work,Best Pop Duo/Group Performance,Mark Ronson
58,The Silver Lining: The Songs Of Jerome Kern,Work,Best Traditional Pop Vocal Album,Tony Bennett
58,1989,Work,Best Pop Vocal Album,Taylor Swift
58,Where Are Ü Now,Work,Best Dance Recording,Skrillex
58,Skrillex And Diplo Present Jack Ü,Work,Best Dance/Electronic Album,Skrillex
58,Sylva,Individual,Best Contemporary Instrumental Album,Sylva
58,Don't Wanna Fight,Work,Best Rock Performance,Alabama Shakes
58,Cirice,Individual,Best Metal Performance,Cirice
58,Don't Wanna Fight,Work,Best Rock Song,Alabama Shakes
58,Drones,Work,Best Rock Album,Muse
58,Sound & Color,Work,Best Alternative Music Album,Alabama Shakes
58,Earned It (Fifty Shades Of Grey),Work,Best R&B Performance,The Weeknd
58,Little Ghetto Boy,Work,Best Traditional R&B Performance,Lalah Hathaway
58,Really Love,Work,Best R&B Song,D'Angelo
58,Beauty Behind The Madness,Work,Best Urban Contemporary Album,The Weeknd
58,Black Messiah,Work,Best R&B Album,D'Angelo
58,Alright,Work,Best Rap Performance,Kendrick Lamar
58,These Walls,Work,Best Rap/Sung Collaboration,Kendrick Lamar
58,Alright,Work,Best Rap Song,Pharrell Williams
58,To Pimp A Butterfly,Work,Best Rap Album,Kendrick Lamar
58,Traveller,Work,Best Country Solo Performance,Chris Stapleton
58,Girl Crush,Work,Best Country Duo/Group Performance,Little Big Town
58,Girl Crush,Individual,Best Country Song,Girl Crush
58,Traveller,Work,Best Country Album,Chris Stapleton
58,Grace,Individual,Best New Age Album,Grace
58,Cherokee,Individual,Best Improvised Jazz Solo,Cherokee
58,For One To Love,Individual,Best Jazz Vocal Album,For One To Love
58,Past Present,Individual,Best Jazz Instrumental Album,Past Present
58,The Thompson Fields,Individual,Best Large Jazz Ensemble Album,The Thompson Fields
58,Made In Brazil,Individual,Best Latin Jazz Album,Made In Brazil
58,Wanna Be Happy?,Work,Best Gospel Performance/Song,Kirk Franklin
58,Holy Spirit,Individual,Best Contemporary Christian Music Performance/Song,Holy Spirit
58,Covered: Alive In Asia [Live],Individual,Best Gospel Album,Covered: Alive In Asia [Live]
58,This Is Not A Test,Individual,Best Contemporary Christian Music Album,This Is Not A Test
58,Still Rockin' My Soul,Individual,Best Roots Gospel Album,Still Rockin' My Soul
58,A Quien Quiera Escuchar  (Deluxe Edition),Individual,Best Latin Pop Album,A Quien Quiera Escuchar  (Deluxe Edition)
58,Hasta La Raíz,Individual,"Best Latin Rock, Urban or Alternative Album",Hasta La Raíz
58,Realidades - Deluxe Edition,Individual,Best Regional Mexican Music Album (Including Tejano),Realidades - Deluxe Edition
58,Son De Panamá,Work,Best Tropical Latin Album,Rubén Blades
58,See That My Grave Is Kept Clean,Individual,Best American Roots Performance,See That My Grave Is Kept Clean
58,24 Frames,Individual,Best American Roots Song,24 Frames
58,Something More Than Free,Individual,Best Americana Album,Something More Than Free
58,The Muscle Shoals Recordings,Individual,Best Bluegrass Album,The Muscle Shoals Recordings
58,Born To Play Guitar,Individual,Best Blues Album,Born To Play Guitar
58,Béla Fleck And Abigail Washburn,Work,Best Folk Album,Béla Fleck
58,Go Go Juice,Individual,Best Regional Roots Music Album,Go Go Juice
58,Strictly Roots,Individual,Best Reggae Album,Strictly Roots
58,Sings,Individual,Best World Music Album,Sings
58,Home,Individual,Best Children's Album,Home
58,A Full Life: Reflections at Ninety,Individual,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",A Full Life: Reflections at Ninety
58,Live At Madison Square Garden,Individual,Best Comedy Album,Live At Madison Square Garden
58,Hamilton,Individual,Best Musical Theater Album,Hamilton
